Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC14857,5x7 Product B Sapporo,PA730,3,4.5,CHmobile app,Victor,Przybyla,Victor.Przybyla@example.com,Sapporo,2024-04-15
TC14858,4.25x6 Product E Hong Kong,PA632,5,13.5,CHmobile app,Jeffrey,Venegas,Jeffrey.Venegas@example.com,Hong Kong,2024-04-15
TC14859,4.25x6 Product A Okayama,PA345,5,19.5,CHmobile app,Geneva,Williams,Geneva.Williams@example.com,Okayama,2024-04-15
TC14860,5x7 Product B Ulaanbaatar,PA792,5,19.5,CHmobile app,James,Sardinha,James.Sardinha@example.com,Ulaanbaatar,2024-04-15
TC14861,6x11 Product A Jakarta,PA1692,6,16.200000000000003,CHweb,Manuela,Mcwhirt,Manuela.Mcwhirt@example.com,Jakarta,2024-04-15
TC14862,5.5x8.5 Product B Osaka,PA1058,3,9.600000000000001,CHmobile app,Timothy,Francis,Timothy.Francis@example.com,Osaka,2024-04-15
TC14863,4.25x6 Product C Surat,PA518,5,22.0,CHweb,Neville,Ard,Neville.Ard@example.com,Surat,2024-04-15
TC14864,5x7 Product B Singapore,PA773,5,21.0,CHmobile app,Adeline,Rivera,Adeline.Rivera@example.com,Singapore,2024-04-15
TC14865,4x6 Product A Chongqing,PA36,1,2.0,CHin-store,Denise,Rivera,Denise.Rivera@example.com,Chongqing,2024-04-15
TC14866,5.5x8.5 Product E Fukuoka,PA1259,3,5.699999999999999,CHmobile app,Angelo,Martinez,Angelo.Martinez@example.com,Fukuoka,2024-04-15
TC14867,4.25x6 Product B Kaohsiung,PA436,6,20.4,CHmobile app,Timothy,Sanders,Timothy.Sanders@example.com,Kaohsiung,2024-04-15
TC14868,5x7 Product E Saitama,PA934,5,8.5,CHmobile app,Chris,Olson,Chris.Olson@example.com,Saitama,2024-04-15
TC14869,6x9 Product A Hyderabad,PA1371,6,10.8,CHin-store,Vincent,Mabrey,Vincent.Mabrey@example.com,Hyderabad,2024-04-15
TC14870,5x7 Product D Yangon,PA919,2,6.4,CHmobile app,Christopher,Hannah,Christopher.Hannah@example.com,Yangon,2024-04-15
TC14871,6x11 Product A Fukuoka,PA1655,3,6.8999999999999995,CHmobile app,Mary,Hall,Mary.Hall@example.com,Fukuoka,2024-04-15
TC14872,5x7 Product D Yangon,PA919,1,3.2,CHweb,Shirley,Gilbert,Shirley.Gilbert@example.com,Yangon,2024-04-15
TC14873,4x6 Product C Okayama,PA147,3,6.6000000000000005,CHmobile app,Louis,Dunn,Louis.Dunn@example.com,Okayama,2024-04-15
