Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC27258,6x11 Product A Kitakyushu,PA1662,5,21.0,CHweb,Laure,Pardun,Laure.Pardun@example.com,Kitakyushu,2024-05-23
TC27259,4x6 Product E Tianjin,PA301,4,6.8,CHmobile app,Mark,Yoder,Mark.Yoder@example.com,Tianjin,2024-05-23
TC27260,5.5x8.5 Product A Tokyo,PA991,6,16.200000000000003,CHmobile app,Vicki,Gallagher,Vicki.Gallagher@example.com,Tokyo,2024-05-23
TC27261,4x6 Product C Sendai,PA140,3,11.399999999999999,CHmobile app,Carolyn,Terrell,Carolyn.Terrell@example.com,Sendai,2024-05-23
TC27262,5.5x8.5 Product B Taipei,PA1095,4,12.4,CHmobile app,Lori,Swinehart,Lori.Swinehart@example.com,Taipei,2024-05-23
TC27263,6x9 Product B Seoul,PA1411,6,13.200000000000001,CHin-store,Cathy,Meza,Cathy.Meza@example.com,Seoul,2024-05-23
TC27264,6x11 Product E Yangon,PA1975,5,14.0,CHweb,Heather,Boswell,Heather.Boswell@example.com,Yangon,2024-05-23
TC27265,5x7 Product A Ahmedabad,PA714,3,9.3,CHweb,Michael,Tillman,Michael.Tillman@example.com,Ahmedabad,2024-05-23
TC27266,4x6 Product B Hyderabad,PA117,4,9.6,CHmobile app,Thomas,Sullivan,Thomas.Sullivan@example.com,Hyderabad,2024-05-23
TC27267,5x7 Product C Sydney,PA816,4,12.8,CHmobile app,Michael,Olson,Michael.Olson@example.com,Sydney,2024-05-23
TC27268,5x7 Product A Pune,PA715,2,5.2,CHweb,Martha,Johnson,Martha.Johnson@example.com,Pune,2024-05-23
TC27269,4.25x6 Product B Dalian,PA425,4,7.2,CHmobile app,James,Little,James.Little@example.com,Dalian,2024-05-23
TC27270,5x7 Product D Kuala Lumpur,PA901,1,4.0,CHweb,Crystal,Baptista,Crystal.Baptista@example.com,Kuala Lumpur,2024-05-23
TC27271,4.25x6 Product C Guangzhou,PA495,5,8.5,CHin-store,Lurline,Morrison,Lurline.Morrison@example.com,Guangzhou,2024-05-23
TC27272,6x11 Product A Beijing,PA1680,6,26.400000000000002,CHin-store,Ronald,Dugan,Ronald.Dugan@example.com,Beijing,2024-05-23
TC27273,5.5x8.5 Product E Delhi,PA1303,5,12.5,CHmobile app,Lorraine,Bland,Lorraine.Bland@example.com,Delhi,2024-05-23
TC27274,6x9 Product A Lahore,PA1378,4,8.8,CHmobile app,Alma,Bishop,Alma.Bishop@example.com,Lahore,2024-05-23
TC27275,4x6 Product C Osaka,PA134,6,11.399999999999999,CHin-store,Irene,Lehmann,Irene.Lehmann@example.com,Osaka,2024-05-23
TC27276,6x11 Product D Brisbane,PA1866,4,15.6,CHin-store,Brian,Marusak,Brian.Marusak@example.com,Brisbane,2024-05-23
TC27277,5.5x8.5 Product A Okayama,PA1005,3,10.8,CHweb,Eugenie,Sticht,Eugenie.Sticht@example.com,Okayama,2024-05-23
TC27278,6x11 Product E Dalian,PA1943,2,5.0,CHmobile app,Virginia,Eckert,Virginia.Eckert@example.com,Dalian,2024-05-23
TC27279,5.5x8.5 Product C Hyderabad,PA1173,4,8.8,CHweb,Irene,Cushman,Irene.Cushman@example.com,Hyderabad,2024-05-23
TC27280,6x11 Product C Incheon,PA1809,1,4.4,CHmobile app,Judith,Holden,Judith.Holden@example.com,Incheon,2024-05-23
TC27281,5x7 Product B Ahmedabad,PA780,4,14.8,CHmobile app,Jeremy,Johns,Jeremy.Johns@example.com,Ahmedabad,2024-05-23
TC27282,4x6 Product C Manila,PA176,1,3.5,CHmobile app,Stephanie,Garcia,Stephanie.Garcia@example.com,Manila,2024-05-23
TC27283,4x6 Product E Nagoya,PA267,1,4.2,CHmobile app,Rosa,Falkner,Rosa.Falkner@example.com,Nagoya,2024-05-23
TC27284,6x11 Product A Melbourne,PA1672,2,6.8,CHweb,Hortencia,Kalina,Hortencia.Kalina@example.com,Melbourne,2024-05-23
TC27285,4.25x6 Product B Hanoi,PA441,5,20.5,CHmobile app,Felix,Durham,Felix.Durham@example.com,Hanoi,2024-05-23
TC27286,6x9 Product A Naha,PA1336,2,6.4,CHmobile app,Gladys,Bunch,Gladys.Bunch@example.com,Naha,2024-05-23
TC27287,4x6 Product E Bangalore,PA314,2,7.8,CHmobile app,Angelo,Hogan,Angelo.Hogan@example.com,Bangalore,2024-05-23
TC27288,5.5x8.5 Product B Islamabad,PA1115,1,4.2,CHin-store,Timothy,Robinson,Timothy.Robinson@example.com,Islamabad,2024-05-23
TC27289,5x7 Product B Kobe,PA732,3,9.3,CHmobile app,Scott,Tillman,Scott.Tillman@example.com,Kobe,2024-05-23
TC27290,5x7 Product C Naha,PA808,5,15.0,CHmobile app,Alexander,Shipps,Alexander.Shipps@example.com,Naha,2024-05-23
TC27291,4.25x6 Product C Kitakyushu,PA474,3,8.7,CHweb,Mark,Sullivan,Mark.Sullivan@example.com,Kitakyushu,2024-05-23
TC27292,6x11 Product C Mumbai,PA1830,5,21.0,CHmobile app,Rosa,Adkerson,Rosa.Adkerson@example.com,Mumbai,2024-05-23
TC27293,6x9 Product B Perth,PA1409,3,5.4,CHweb,Kimberli,Hendricks,Kimberli.Hendricks@example.com,Perth,2024-05-23
TC27294,4x6 Product B Delhi,PA115,6,9.0,CHweb,Nicholas,Keil,Nicholas.Keil@example.com,Delhi,2024-05-23
TC27295,6x9 Product E Hiroshima,PA1593,1,3.7,CHmobile app,Russell,Lee,Russell.Lee@example.com,Hiroshima,2024-05-23
