Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC11556,5.5x8.5 Product B Manila,PA1100,5,10.5,CHweb,Graham,Laverriere,Graham.Laverriere@example.com,Manila,2024-04-05
TC11557,4x6 Product B Jakarta,PA108,1,2.5,CHmobile app,Ray,Pino,Ray.Pino@example.com,Jakarta,2024-04-05
TC11558,4.25x6 Product E Ulaanbaatar,PA660,3,5.4,CHweb,Mark,Monson,Mark.Monson@example.com,Ulaanbaatar,2024-04-05
TC11559,5.5x8.5 Product A Kuala Lumpur,PA1033,2,6.8,CHweb,Tatiana,Eckhardt,Tatiana.Eckhardt@example.com,Kuala Lumpur,2024-04-05
TC11560,5.5x8.5 Product B Kuala Lumpur,PA1099,3,10.8,CHweb,Rebecca,Overman,Rebecca.Overman@example.com,Kuala Lumpur,2024-04-05
TC11561,6x9 Product B Beijing,PA1416,4,15.6,CHmobile app,James,Allen,James.Allen@example.com,Beijing,2024-04-05
TC11562,4x6 Product A Chiba,PA11,1,3.7,CHmobile app,Eric,Jacobsma,Eric.Jacobsma@example.com,Chiba,2024-04-05
TC11563,4.25x6 Product B Adelaide,PA413,1,2.6,CHweb,Travis,Oreily,Travis.Oreily@example.com,Adelaide,2024-04-05
TC11564,4.25x6 Product C Mumbai,PA510,1,2.2,CHin-store,Vincent,Riddick,Vincent.Riddick@example.com,Mumbai,2024-04-05
TC11565,5x7 Product C Sendai,PA800,2,3.8,CHmobile app,Bianca,Whalen,Bianca.Whalen@example.com,Sendai,2024-04-05
TC11566,4x6 Product B Hong Kong,PA104,3,8.7,CHweb,Kenneth,Kinyon,Kenneth.Kinyon@example.com,Hong Kong,2024-04-05
TC11567,4.25x6 Product B Darwin,PA416,5,9.0,CHweb,Dawn,Howard,Dawn.Howard@example.com,Darwin,2024-04-05
TC11568,5x7 Product E Kathmandu,PA986,2,5.6,CHweb,William,Davis,William.Davis@example.com,Kathmandu,2024-04-05
TC11569,6x11 Product D Surat,PA1904,6,22.799999999999997,CHmobile app,Charlie,Pavia,Charlie.Pavia@example.com,Surat,2024-04-05
TC11570,6x9 Product B Darwin,PA1406,2,7.2,CHmobile app,Dave,Jones,Dave.Jones@example.com,Darwin,2024-04-05
TC11571,5.5x8.5 Product C Ulaanbaatar,PA1188,6,26.400000000000002,CHmobile app,June,Graham,June.Graham@example.com,Ulaanbaatar,2024-04-05
TC11572,4x6 Product D Sagamihara,PA212,5,12.0,CHmobile app,Joshua,Oldham,Joshua.Oldham@example.com,Sagamihara,2024-04-05
TC11573,4x6 Product D Nagoya,PA201,1,4.1,CHmobile app,Juanita,Johnson,Juanita.Johnson@example.com,Nagoya,2024-04-05
TC11574,6x9 Product A Islamabad,PA1379,6,10.8,CHmobile app,Betty,Randall,Betty.Randall@example.com,Islamabad,2024-04-05
TC11575,5x7 Product E Dhaka,PA984,6,25.799999999999997,CHmobile app,Myra,Short,Myra.Short@example.com,Dhaka,2024-04-05
TC11576,4.25x6 Product A Melbourne,PA352,3,6.300000000000001,CHin-store,Charles,Griffin,Charles.Griffin@example.com,Melbourne,2024-04-05
TC11577,6x11 Product D Chengdu,PA1882,3,9.899999999999999,CHmobile app,Jonathan,Appling,Jonathan.Appling@example.com,Chengdu,2024-04-05
TC11578,5x7 Product E Taipei,PA963,5,7.5,CHweb,Peter,Casteel,Peter.Casteel@example.com,Taipei,2024-04-05
TC11579,6x9 Product C Canberra,PA1471,6,22.200000000000003,CHmobile app,William,Steele,William.Steele@example.com,Canberra,2024-04-05
TC11580,4x6 Product E Colombo,PA327,6,20.4,CHmobile app,Debra,Miller,Debra.Miller@example.com,Colombo,2024-04-05
TC11581,4.25x6 Product E Bangkok,PA635,3,6.8999999999999995,CHmobile app,Timothy,Rosi,Timothy.Rosi@example.com,Bangkok,2024-04-05
TC11582,4.25x6 Product B Bangkok,PA437,3,12.0,CHweb,Brenda,Yeldell,Brenda.Yeldell@example.com,Bangkok,2024-04-05
TC11583,5x7 Product A Osaka,PA662,6,20.4,CHweb,Edna,Mellin,Edna.Mellin@example.com,Osaka,2024-04-05
TC11584,5x7 Product A Wuhan,PA695,6,18.0,CHmobile app,Leo,Boardman,Leo.Boardman@example.com,Wuhan,2024-04-05
TC11585,6x11 Product B Brisbane,PA1734,2,6.4,CHmobile app,Brian,Davis,Brian.Davis@example.com,Brisbane,2024-04-05
TC11586,6x9 Product C Daegu,PA1480,4,8.0,CHweb,David,Green,David.Green@example.com,Daegu,2024-04-05
TC11587,5.5x8.5 Product C Okayama,PA1137,6,16.200000000000003,CHin-store,Jill,Caldwell,Jill.Caldwell@example.com,Okayama,2024-04-05
