Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC27926,6x9 Product C Chiba,PA1463,3,12.600000000000001,CHmobile app,Allen,Hannan,Allen.Hannan@example.com,Chiba,2024-05-25
TC27927,5x7 Product A Tianjin,PA697,6,22.799999999999997,CHweb,Crystal,Maslow,Crystal.Maslow@example.com,Tianjin,2024-05-25
TC27928,5.5x8.5 Product C Singapore,PA1169,3,9.600000000000001,CHin-store,Larry,Bates,Larry.Bates@example.com,Singapore,2024-05-25
TC27929,5.5x8.5 Product A Melbourne,PA1012,1,4.4,CHweb,Heath,Lauro,Heath.Lauro@example.com,Melbourne,2024-05-25
TC27930,5x7 Product C Kaohsiung,PA832,5,17.5,CHweb,Robert,Donald,Robert.Donald@example.com,Kaohsiung,2024-05-25
TC27931,5.5x8.5 Product B Shenzhen,PA1088,5,14.5,CHmobile app,Glenda,Howerton,Glenda.Howerton@example.com,Shenzhen,2024-05-25
TC27932,4.25x6 Product D Phnom Penh,PA592,1,4.0,CHin-store,Florine,Martine,Florine.Martine@example.com,Phnom Penh,2024-05-25
TC27933,6x9 Product C Sagamihara,PA1466,1,2.8,CHmobile app,Adam,Davis,Adam.Davis@example.com,Sagamihara,2024-05-25
TC27934,6x9 Product D Chongqing,PA1554,1,1.6,CHweb,Ami,Myers,Ami.Myers@example.com,Chongqing,2024-05-25
TC27935,4x6 Product B Kolkata,PA118,6,16.200000000000003,CHin-store,Beth,Oestreich,Beth.Oestreich@example.com,Kolkata,2024-05-25
TC27936,5.5x8.5 Product B Kobe,PA1062,5,8.5,CHweb,Darlene,Kim,Darlene.Kim@example.com,Kobe,2024-05-25
TC27937,4.25x6 Product C Delhi,PA511,1,3.4,CHweb,John,Zywiec,John.Zywiec@example.com,Delhi,2024-05-25
TC27938,5.5x8.5 Product A Sapporo,PA994,5,16.0,CHweb,Kathy,Benson,Kathy.Benson@example.com,Sapporo,2024-05-25
TC27939,4x6 Product A Kaohsiung,PA40,2,8.8,CHweb,Deborah,Depalma,Deborah.Depalma@example.com,Kaohsiung,2024-05-25
TC27940,6x9 Product B Delhi,PA1435,4,13.2,CHmobile app,Janice,Partin,Janice.Partin@example.com,Delhi,2024-05-25
TC27941,5x7 Product C Okayama,PA807,4,15.6,CHweb,David,Nelke,David.Nelke@example.com,Okayama,2024-05-25
TC27942,5x7 Product D Melbourne,PA880,4,9.2,CHweb,Christine,Robinson,Christine.Robinson@example.com,Melbourne,2024-05-25
TC27943,6x11 Product A Kuala Lumpur,PA1693,1,3.3,CHmobile app,Jim,Schey,Jim.Schey@example.com,Kuala Lumpur,2024-05-25
TC27944,4x6 Product A Seoul,PA25,4,8.4,CHweb,James,Net,James.Net@example.com,Seoul,2024-05-25
TC27945,6x9 Product A Darwin,PA1340,3,6.6000000000000005,CHmobile app,Bette,Dixon,Bette.Dixon@example.com,Darwin,2024-05-25
TC27946,6x9 Product D Seoul,PA1543,2,4.4,CHweb,Robert,Dennis,Robert.Dennis@example.com,Seoul,2024-05-25
TC27947,5x7 Product D Hiroshima,PA867,1,2.3,CHin-store,Robert,Lopez,Robert.Lopez@example.com,Hiroshima,2024-05-25
TC27948,6x9 Product D Hyderabad,PA1569,1,1.9,CHin-store,William,Stern,William.Stern@example.com,Hyderabad,2024-05-25
TC27949,5x7 Product C Sagamihara,PA806,2,6.2,CHmobile app,Daniel,Salazar,Daniel.Salazar@example.com,Sagamihara,2024-05-25
TC27950,5x7 Product A Seoul,PA685,2,8.0,CHin-store,Willie,Wood,Willie.Wood@example.com,Seoul,2024-05-25
TC27951,6x9 Product C Saitama,PA1462,2,7.2,CHweb,Mary,Rimbey,Mary.Rimbey@example.com,Saitama,2024-05-25
TC27952,5x7 Product C Hanoi,PA837,6,23.4,CHmobile app,Gladys,Goza,Gladys.Goza@example.com,Hanoi,2024-05-25
