Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC5667,5.5x8.5 Product B Fukuoka,PA1061,5,12.0,CHmobile app,Julie,Trottier,Julie.Trottier@example.com,Fukuoka,2024-03-18
TC5668,5.5x8.5 Product E Chengdu,PA1288,1,1.9,CHweb,Denise,Hu,Denise.Hu@example.com,Chengdu,2024-03-18
TC5669,6x9 Product E Chennai,PA1637,6,21.0,CHmobile app,Jonathan,Coyle,Jonathan.Coyle@example.com,Chennai,2024-03-18
TC5670,5x7 Product E Ulaanbaatar,PA990,3,11.399999999999999,CHmobile app,Sheila,Langley,Sheila.Langley@example.com,Ulaanbaatar,2024-03-18
TC5671,4x6 Product C Chengdu,PA166,2,8.0,CHmobile app,Geri,Schecter,Geri.Schecter@example.com,Chengdu,2024-03-18
TC5672,4x6 Product B Canberra,PA85,5,15.0,CHmobile app,Bridgette,Cureton,Bridgette.Cureton@example.com,Canberra,2024-03-18
TC5673,5.5x8.5 Product E Hobart,PA1275,4,10.0,CHmobile app,Wanda,Simpson,Wanda.Simpson@example.com,Hobart,2024-03-18
TC5674,6x9 Product C Saitama,PA1462,4,14.4,CHweb,Jayson,Brady,Jayson.Brady@example.com,Saitama,2024-03-18
TC5675,6x11 Product C Sagamihara,PA1796,1,3.9,CHmobile app,Dorothy,Shelly,Dorothy.Shelly@example.com,Sagamihara,2024-03-18
TC5676,5x7 Product A Darwin,PA680,1,2.1,CHmobile app,Patricia,Rutherford,Patricia.Rutherford@example.com,Darwin,2024-03-18
TC5677,4x6 Product A Singapore,PA47,3,13.200000000000001,CHweb,Nora,Swinehart,Nora.Swinehart@example.com,Singapore,2024-03-18
TC5678,5.5x8.5 Product A Dalian,PA1019,4,15.2,CHin-store,Alice,Colson,Alice.Colson@example.com,Dalian,2024-03-18
TC5679,5x7 Product B Adelaide,PA743,5,18.5,CHin-store,Eric,Burke,Eric.Burke@example.com,Adelaide,2024-03-18
TC5680,4.25x6 Product A Surat,PA386,5,20.5,CHweb,Greg,Wittels,Greg.Wittels@example.com,Surat,2024-03-18
TC5681,4.25x6 Product E Okayama,PA609,3,10.8,CHin-store,Gary,York,Gary.York@example.com,Okayama,2024-03-18
TC5682,4.25x6 Product E Fukuoka,PA599,4,8.4,CHweb,Juan,Taylor,Juan.Taylor@example.com,Fukuoka,2024-03-18
TC5683,6x11 Product B Pune,PA1771,1,3.0,CHin-store,Robert,Smith,Robert.Smith@example.com,Pune,2024-03-18
TC5684,4.25x6 Product E Islamabad,PA653,5,22.0,CHweb,Joseph,Thomas,Joseph.Thomas@example.com,Islamabad,2024-03-18
TC5685,6x9 Product A Naha,PA1336,2,6.4,CHweb,Marquetta,Tolentino,Marquetta.Tolentino@example.com,Naha,2024-03-18
TC5686,5x7 Product D Mumbai,PA906,1,2.4,CHmobile app,Francine,Garrett,Francine.Garrett@example.com,Mumbai,2024-03-18
TC5687,5x7 Product D Kaohsiung,PA898,3,4.800000000000001,CHweb,Kurt,Heintz,Kurt.Heintz@example.com,Kaohsiung,2024-03-18
TC5688,6x9 Product D Islamabad,PA1577,2,4.4,CHin-store,John,Karr,John.Karr@example.com,Islamabad,2024-03-18
TC5689,6x11 Product A Bangkok,PA1691,5,15.5,CHweb,Keesha,Bennett,Keesha.Bennett@example.com,Bangkok,2024-03-18
TC5690,6x9 Product C Colombo,PA1515,3,5.4,CHmobile app,Ellen,Goard,Ellen.Goard@example.com,Colombo,2024-03-18
TC5691,5.5x8.5 Product A Bangkok,PA1031,2,8.0,CHin-store,Brenda,Ebling,Brenda.Ebling@example.com,Bangkok,2024-03-18
TC5692,4x6 Product D Tokyo,PA199,4,14.8,CHmobile app,Gladys,Adkerson,Gladys.Adkerson@example.com,Tokyo,2024-03-18
