Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC7007,4x6 Product B Kawasaki,PA79,6,22.799999999999997,CHmobile app,Randall,Austin,Randall.Austin@example.com,Kawasaki,2024-03-22
TC7008,4x6 Product D Kolkata,PA250,2,7.4,CHin-store,Mary,Tucker,Mary.Tucker@example.com,Kolkata,2024-03-22
TC7009,5x7 Product A Jakarta,PA702,2,6.4,CHin-store,Brian,Newhouse,Brian.Newhouse@example.com,Jakarta,2024-03-22
TC7010,5.5x8.5 Product A Shanghai,PA1021,1,3.1,CHmobile app,Darleen,Bryan,Darleen.Bryan@example.com,Shanghai,2024-03-22
TC7011,6x11 Product C Mumbai,PA1830,5,21.0,CHmobile app,Lindsey,Mills,Lindsey.Mills@example.com,Mumbai,2024-03-22
TC7012,6x11 Product A Perth,PA1673,6,18.6,CHmobile app,Jimmy,Chui,Jimmy.Chui@example.com,Perth,2024-03-22
TC7013,6x9 Product A Guangzhou,PA1353,3,6.6000000000000005,CHweb,Jerome,Wilson,Jerome.Wilson@example.com,Guangzhou,2024-03-22
TC7014,6x9 Product D Kathmandu,PA1580,6,16.799999999999997,CHmobile app,Sharon,Verble,Sharon.Verble@example.com,Kathmandu,2024-03-22
TC7015,6x11 Product C Wuhan,PA1817,6,11.399999999999999,CHin-store,Migdalia,Mumford,Migdalia.Mumford@example.com,Wuhan,2024-03-22
TC7016,4x6 Product B Hanoi,PA111,3,8.399999999999999,CHweb,Valerie,Cuzco,Valerie.Cuzco@example.com,Hanoi,2024-03-22
TC7017,5.5x8.5 Product C Hobart,PA1143,4,8.0,CHweb,Stephanie,Graff,Stephanie.Graff@example.com,Hobart,2024-03-22
TC7018,6x9 Product D Ahmedabad,PA1572,3,5.4,CHmobile app,Ola,Goldizen,Ola.Goldizen@example.com,Ahmedabad,2024-03-22
TC7019,5x7 Product C Kaohsiung,PA832,5,17.5,CHmobile app,Jesus,Borrero,Jesus.Borrero@example.com,Kaohsiung,2024-03-22
TC7020,4x6 Product D Beijing,PA228,1,4.3,CHin-store,Dana,Long,Dana.Long@example.com,Beijing,2024-03-22
TC7021,5x7 Product D Adelaide,PA875,6,22.799999999999997,CHmobile app,Elsie,March,Elsie.March@example.com,Adelaide,2024-03-22
TC7022,4.25x6 Product C Islamabad,PA521,6,11.399999999999999,CHmobile app,Kathleen,Schumacher,Kathleen.Schumacher@example.com,Islamabad,2024-03-22
TC7023,5x7 Product C Tianjin,PA829,6,25.200000000000003,CHweb,Michelle,Balliew,Michelle.Balliew@example.com,Tianjin,2024-03-22
TC7024,4.25x6 Product D Beijing,PA558,3,8.7,CHmobile app,William,Atkins,William.Atkins@example.com,Beijing,2024-03-22
TC7025,6x11 Product C Kuala Lumpur,PA1825,5,17.5,CHin-store,Ellen,Burnette,Ellen.Burnette@example.com,Kuala Lumpur,2024-03-22
TC7026,5.5x8.5 Product D Dhaka,PA1248,6,14.399999999999999,CHweb,Gwen,Young,Gwen.Young@example.com,Dhaka,2024-03-22
TC7027,5x7 Product E Mumbai,PA972,2,4.4,CHmobile app,Margaret,Bishop,Margaret.Bishop@example.com,Mumbai,2024-03-22
TC7028,5.5x8.5 Product C Sagamihara,PA1136,3,9.600000000000001,CHweb,Jose,Ellis,Jose.Ellis@example.com,Sagamihara,2024-03-22
TC7029,5x7 Product D Dhaka,PA918,2,8.4,CHin-store,Joseph,Kirtland,Joseph.Kirtland@example.com,Dhaka,2024-03-22
TC7030,4.25x6 Product D Seoul,PA553,6,19.200000000000003,CHin-store,Janice,Borrero,Janice.Borrero@example.com,Seoul,2024-03-22
TC7031,5.5x8.5 Product E Seoul,PA1279,3,5.1,CHweb,Alan,Kuttner,Alan.Kuttner@example.com,Seoul,2024-03-22
TC7032,5x7 Product D Kitakyushu,PA870,4,14.8,CHmobile app,Erik,Yanko,Erik.Yanko@example.com,Kitakyushu,2024-03-22
TC7033,4.25x6 Product E Darwin,PA614,4,14.0,CHmobile app,Gary,Sheppard,Gary.Sheppard@example.com,Darwin,2024-03-22
TC7034,6x9 Product B Perth,PA1409,3,5.4,CHmobile app,Katherine,Taylor,Katherine.Taylor@example.com,Perth,2024-03-22
TC7035,6x9 Product A Tianjin,PA1357,2,3.2,CHin-store,Robert,Pardun,Robert.Pardun@example.com,Tianjin,2024-03-22
TC7036,5x7 Product A Dhaka,PA720,1,2.8,CHmobile app,Joshua,Appling,Joshua.Appling@example.com,Dhaka,2024-03-22
TC7037,4x6 Product E Osaka,PA266,3,12.899999999999999,CHweb,Rita,Grow,Rita.Grow@example.com,Osaka,2024-03-22
TC7038,4.25x6 Product A Bangalore,PA380,4,13.2,CHweb,Jim,Galvin,Jim.Galvin@example.com,Bangalore,2024-03-22
TC7039,6x11 Product A Sapporo,PA1654,1,3.8,CHweb,Gary,Strange,Gary.Strange@example.com,Sapporo,2024-03-22
TC7040,6x11 Product A Hyderabad,PA1701,3,10.2,CHin-store,Jeannie,Neal,Jeannie.Neal@example.com,Hyderabad,2024-03-22
TC7041,6x9 Product C Colombo,PA1515,1,1.8,CHmobile app,Kieth,Habicht,Kieth.Habicht@example.com,Colombo,2024-03-22
TC7042,6x9 Product E Shanghai,PA1615,1,3.2,CHweb,Jerome,Hernandez,Jerome.Hernandez@example.com,Shanghai,2024-03-22
TC7043,4.25x6 Product C Islamabad,PA521,4,7.6,CHmobile app,Launa,Burnette,Launa.Burnette@example.com,Islamabad,2024-03-22
TC7044,6x9 Product A Daegu,PA1348,3,11.399999999999999,CHweb,Joshua,Caldera,Joshua.Caldera@example.com,Daegu,2024-03-22
TC7045,6x11 Product A Nagoya,PA1653,1,3.4,CHin-store,Richard,Gattshall,Richard.Gattshall@example.com,Nagoya,2024-03-22
TC7046,4x6 Product C Kawasaki,PA145,2,6.0,CHweb,Richard,Burke,Richard.Burke@example.com,Kawasaki,2024-03-22
TC7047,4.25x6 Product C Dhaka,PA522,5,7.5,CHweb,Margaret,Monson,Margaret.Monson@example.com,Dhaka,2024-03-22
TC7048,6x9 Product A Karachi,PA1377,6,19.200000000000003,CHmobile app,Maribel,Martens,Maribel.Martens@example.com,Karachi,2024-03-22
TC7049,5.5x8.5 Product D Chiba,PA1199,1,3.5,CHweb,Ramona,Kelley,Ramona.Kelley@example.com,Chiba,2024-03-22
