Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC15539,6x11 Product A Tianjin,PA1687,1,3.9,CHweb,Wayne,Koral,Wayne.Koral@example.com,Tianjin,2024-04-17
TC15540,4x6 Product C Darwin,PA152,5,17.5,CHmobile app,Gregory,Montgomery,Gregory.Montgomery@example.com,Darwin,2024-04-17
TC15541,5.5x8.5 Product D Dhaka,PA1248,2,4.8,CHin-store,Christopher,Flaherty,Christopher.Flaherty@example.com,Dhaka,2024-04-17
TC15542,6x9 Product C Hanoi,PA1497,1,3.5,CHweb,Daria,Cornett,Daria.Cornett@example.com,Hanoi,2024-04-17
TC15543,6x11 Product B Colombo,PA1779,2,8.6,CHmobile app,Mark,Steinert,Mark.Steinert@example.com,Colombo,2024-04-17
TC15544,6x11 Product D Seoul,PA1873,4,13.2,CHmobile app,Judy,Mosely,Judy.Mosely@example.com,Seoul,2024-04-17
TC15545,4.25x6 Product B Kyoto,PA403,1,4.3,CHmobile app,Loren,Hernandez,Loren.Hernandez@example.com,Kyoto,2024-04-17
TC15546,4.25x6 Product C Incheon,PA489,4,14.4,CHweb,Kimberly,Solis,Kimberly.Solis@example.com,Incheon,2024-04-17
TC15547,6x11 Product D Shenzhen,PA1880,2,7.2,CHmobile app,Ronald,Lauro,Ronald.Lauro@example.com,Shenzhen,2024-04-17
TC15548,5.5x8.5 Product B Dhaka,PA1116,4,16.0,CHin-store,Shirley,Thompson,Shirley.Thompson@example.com,Dhaka,2024-04-17
TC15549,4.25x6 Product A Melbourne,PA352,2,4.2,CHmobile app,Lorrie,Pedersen,Lorrie.Pedersen@example.com,Melbourne,2024-04-17
TC15550,5x7 Product B Melbourne,PA748,4,15.2,CHmobile app,Francis,Morris,Francis.Morris@example.com,Melbourne,2024-04-17
TC15551,5x7 Product C Hiroshima,PA801,1,2.3,CHmobile app,Robert,Perrier,Robert.Perrier@example.com,Hiroshima,2024-04-17
TC15552,4x6 Product E Kaohsiung,PA304,5,11.5,CHin-store,Paulina,Marrero,Paulina.Marrero@example.com,Kaohsiung,2024-04-17
TC15553,4.25x6 Product D Daegu,PA556,1,2.7,CHin-store,Basil,Minyard,Basil.Minyard@example.com,Daegu,2024-04-17
TC15554,6x11 Product B Fukuoka,PA1721,2,3.4,CHweb,Thomas,Dennis,Thomas.Dennis@example.com,Fukuoka,2024-04-17
TC15555,6x9 Product C Ahmedabad,PA1506,1,3.3,CHweb,Edna,Thomas,Edna.Thomas@example.com,Ahmedabad,2024-04-17
TC15556,6x11 Product E Wuhan,PA1949,3,7.800000000000001,CHweb,Lisa,Rosales,Lisa.Rosales@example.com,Wuhan,2024-04-17
TC15557,5.5x8.5 Product D Kobe,PA1194,3,12.899999999999999,CHweb,Martin,Mojica,Martin.Mojica@example.com,Kobe,2024-04-17
TC15558,6x11 Product A Nagoya,PA1653,3,10.2,CHmobile app,Julie,Wheeler,Julie.Wheeler@example.com,Nagoya,2024-04-17
TC15559,5.5x8.5 Product D Delhi,PA1237,2,4.2,CHweb,John,Miller,John.Miller@example.com,Delhi,2024-04-17
TC15560,5.5x8.5 Product E Brisbane,PA1272,5,12.0,CHweb,Nancy,Isaacs,Nancy.Isaacs@example.com,Brisbane,2024-04-17
TC15561,6x9 Product D Ahmedabad,PA1572,1,1.8,CHweb,Carmen,Cea,Carmen.Cea@example.com,Ahmedabad,2024-04-17
TC15562,6x11 Product E Kolkata,PA1966,6,12.0,CHweb,Joe,Hogan,Joe.Hogan@example.com,Kolkata,2024-04-17
TC15563,4x6 Product E Colombo,PA327,3,10.2,CHweb,Lana,Kenison,Lana.Kenison@example.com,Colombo,2024-04-17
TC15564,4.25x6 Product B Pune,PA451,3,11.100000000000001,CHmobile app,Edwin,Moore,Edwin.Moore@example.com,Pune,2024-04-17
