Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC7957,5x7 Product B Delhi,PA775,1,2.5,CHmobile app,Jeanette,Graves,Jeanette.Graves@example.com,Delhi,2024-03-25
TC7958,6x11 Product D Jakarta,PA1890,2,4.4,CHweb,Robert,Acker,Robert.Acker@example.com,Jakarta,2024-03-25
TC7959,6x9 Product A Manila,PA1364,3,11.100000000000001,CHmobile app,Christopher,Caison,Christopher.Caison@example.com,Manila,2024-03-25
TC7960,5.5x8.5 Product D Sydney,PA1212,4,7.6,CHmobile app,Jessica,Bradley,Jessica.Bradley@example.com,Sydney,2024-03-25
TC7961,6x9 Product A Kuala Lumpur,PA1363,5,19.5,CHweb,Florine,Jorgensen,Florine.Jorgensen@example.com,Kuala Lumpur,2024-03-25
TC7962,5.5x8.5 Product E Shanghai,PA1285,6,22.799999999999997,CHweb,Shane,Bates,Shane.Bates@example.com,Shanghai,2024-03-25
TC7963,4x6 Product C Colombo,PA195,4,7.2,CHmobile app,Gregory,Elms,Gregory.Elms@example.com,Colombo,2024-03-25
TC7964,6x11 Product E Ulaanbaatar,PA1980,2,5.8,CHmobile app,Robert,Newman,Robert.Newman@example.com,Ulaanbaatar,2024-03-25
TC7965,5x7 Product C Hanoi,PA837,6,23.4,CHweb,Karissa,Geary,Karissa.Geary@example.com,Hanoi,2024-03-25
TC7966,5x7 Product E Bangkok,PA965,6,10.8,CHweb,Mark,Simpson,Mark.Simpson@example.com,Bangkok,2024-03-25
TC7967,6x9 Product E Dalian,PA1613,6,18.6,CHweb,Charmaine,Balliew,Charmaine.Balliew@example.com,Dalian,2024-03-25
TC7968,5.5x8.5 Product C Beijing,PA1152,5,19.0,CHweb,Tammy,Miller,Tammy.Miller@example.com,Beijing,2024-03-25
TC7969,5.5x8.5 Product D Sydney,PA1212,1,1.9,CHmobile app,Denis,Robinson,Denis.Robinson@example.com,Sydney,2024-03-25
TC7970,4.25x6 Product E Wuhan,PA629,1,2.2,CHweb,Glenn,Morrell,Glenn.Morrell@example.com,Wuhan,2024-03-25
TC7971,5.5x8.5 Product E Sydney,PA1278,4,14.0,CHmobile app,Eloise,Mayfield,Eloise.Mayfield@example.com,Sydney,2024-03-25
TC7972,4.25x6 Product B Mumbai,PA444,6,22.200000000000003,CHmobile app,John,Latham,John.Latham@example.com,Mumbai,2024-03-25
TC7973,4x6 Product E Sagamihara,PA278,1,4.2,CHweb,Pasquale,Boyd,Pasquale.Boyd@example.com,Sagamihara,2024-03-25
TC7974,5x7 Product C Chengdu,PA826,1,2.2,CHweb,Cory,Berman,Cory.Berman@example.com,Chengdu,2024-03-25
TC7975,5.5x8.5 Product D Delhi,PA1237,3,6.300000000000001,CHin-store,Noel,Krzeczkowski,Noel.Krzeczkowski@example.com,Delhi,2024-03-25
TC7976,5.5x8.5 Product A Kawasaki,PA1003,4,8.0,CHweb,Charlotte,Edgehill,Charlotte.Edgehill@example.com,Kawasaki,2024-03-25
TC7977,6x9 Product B Incheon,PA1413,2,4.6,CHweb,Jeffrey,Colon,Jeffrey.Colon@example.com,Incheon,2024-03-25
TC7978,5.5x8.5 Product C Dalian,PA1151,3,10.2,CHweb,Iona,Box,Iona.Box@example.com,Dalian,2024-03-25
TC7979,6x11 Product A Dhaka,PA1710,1,1.9,CHweb,Russell,Rothman,Russell.Rothman@example.com,Dhaka,2024-03-25
TC7980,6x9 Product E Saitama,PA1594,3,12.299999999999999,CHmobile app,Yvonne,Joyner,Yvonne.Joyner@example.com,Saitama,2024-03-25
TC7981,6x9 Product D Saitama,PA1528,2,5.2,CHmobile app,Debra,Mojica,Debra.Mojica@example.com,Saitama,2024-03-25
TC7982,6x9 Product D Dhaka,PA1578,6,15.600000000000001,CHweb,Michelle,Sanders,Michelle.Sanders@example.com,Dhaka,2024-03-25
TC7983,5.5x8.5 Product E Hiroshima,PA1263,6,12.600000000000001,CHmobile app,James,Stafford,James.Stafford@example.com,Hiroshima,2024-03-25
