Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC21706,6x11 Product D Beijing,PA1878,3,6.0,CHweb,Tom,Hernandez,Tom.Hernandez@example.com,Beijing,2024-05-06
TC21707,6x9 Product D Surat,PA1574,1,4.3,CHmobile app,Tiara,Fair,Tiara.Fair@example.com,Surat,2024-05-06
TC21708,5x7 Product B Adelaide,PA743,5,18.5,CHin-store,Bobbie,Peters,Bobbie.Peters@example.com,Adelaide,2024-05-06
TC21709,5x7 Product C Fukuoka,PA797,5,11.0,CHweb,Daria,Johnson,Daria.Johnson@example.com,Fukuoka,2024-05-06
TC21710,6x9 Product A Hobart,PA1341,1,1.7,CHweb,Ryan,Miller,Ryan.Miller@example.com,Hobart,2024-05-06
TC21711,6x11 Product C Beijing,PA1812,2,4.2,CHweb,James,Manning,James.Manning@example.com,Beijing,2024-05-06
TC21712,6x9 Product D Kuala Lumpur,PA1561,2,5.0,CHmobile app,Charles,Schumacher,Charles.Schumacher@example.com,Kuala Lumpur,2024-05-06
TC21713,6x11 Product B Fukuoka,PA1721,5,8.5,CHin-store,Vincent,Balliew,Vincent.Balliew@example.com,Fukuoka,2024-05-06
TC21714,4.25x6 Product E Jakarta,PA636,6,19.799999999999997,CHmobile app,Robert,Jephson,Robert.Jephson@example.com,Jakarta,2024-05-06
TC21715,5x7 Product A Pune,PA715,6,15.600000000000001,CHin-store,Numbers,Kozel,Numbers.Kozel@example.com,Pune,2024-05-06
TC21716,4x6 Product E Chengdu,PA298,4,15.6,CHmobile app,Georgette,Brandl,Georgette.Brandl@example.com,Chengdu,2024-05-06
TC21717,6x11 Product E Phnom Penh,PA1978,2,5.8,CHin-store,Angelo,Smith,Angelo.Smith@example.com,Phnom Penh,2024-05-06
TC21718,6x9 Product A Lahore,PA1378,5,11.0,CHmobile app,Jerry,Villar,Jerry.Villar@example.com,Lahore,2024-05-06
TC21719,6x9 Product B Chongqing,PA1422,5,14.5,CHmobile app,Gerald,Petersen,Gerald.Petersen@example.com,Chongqing,2024-05-06
TC21720,6x9 Product C Nagoya,PA1455,1,1.7,CHmobile app,Ian,Deare,Ian.Deare@example.com,Nagoya,2024-05-06
TC21721,4.25x6 Product A Tokyo,PA331,5,11.0,CHweb,Vincent,Pealer,Vincent.Pealer@example.com,Tokyo,2024-05-06
TC21722,4.25x6 Product D Phnom Penh,PA592,6,24.0,CHweb,Rebecca,Oldham,Rebecca.Oldham@example.com,Phnom Penh,2024-05-06
TC21723,6x9 Product C Phnom Penh,PA1516,6,14.399999999999999,CHmobile app,Lorie,Simms,Lorie.Simms@example.com,Phnom Penh,2024-05-06
TC21724,4.25x6 Product C Kolkata,PA514,4,8.4,CHin-store,Corinne,Burris,Corinne.Burris@example.com,Kolkata,2024-05-06
TC21725,6x11 Product D Okayama,PA1863,2,4.4,CHweb,Jane,Bayne,Jane.Bayne@example.com,Okayama,2024-05-06
TC21726,4x6 Product C Beijing,PA162,2,5.0,CHweb,Chester,Pearl,Chester.Pearl@example.com,Beijing,2024-05-06
TC21727,4.25x6 Product E Kolkata,PA646,3,12.899999999999999,CHweb,Sarah,Scott,Sarah.Scott@example.com,Kolkata,2024-05-06
TC21728,6x9 Product E Adelaide,PA1601,5,20.0,CHweb,Pasquale,Carter,Pasquale.Carter@example.com,Adelaide,2024-05-06
TC21729,4.25x6 Product B Hong Kong,PA434,5,19.0,CHweb,Katrina,Rung,Katrina.Rung@example.com,Hong Kong,2024-05-06
TC21730,6x11 Product A Ahmedabad,PA1704,5,13.5,CHmobile app,Wanda,Sharp,Wanda.Sharp@example.com,Ahmedabad,2024-05-06
TC21731,4x6 Product D Ho Chi Minh City,PA244,4,10.8,CHweb,Jennie,Harmon,Jennie.Harmon@example.com,Ho Chi Minh City,2024-05-06
TC21732,6x11 Product B Kitakyushu,PA1728,6,13.200000000000001,CHweb,Andrew,Foust,Andrew.Foust@example.com,Kitakyushu,2024-05-06
TC21733,6x11 Product D Osaka,PA1850,4,15.6,CHweb,Keenan,Crocker,Keenan.Crocker@example.com,Osaka,2024-05-06
TC21734,4.25x6 Product B Tianjin,PA433,1,3.2,CHweb,Debra,Ferguson,Debra.Ferguson@example.com,Tianjin,2024-05-06
TC21735,5.5x8.5 Product C Adelaide,PA1139,6,25.799999999999997,CHweb,Christopher,Mccraw,Christopher.Mccraw@example.com,Adelaide,2024-05-06
TC21736,5.5x8.5 Product B Kaohsiung,PA1096,3,8.399999999999999,CHin-store,Gwendolyn,Stark,Gwendolyn.Stark@example.com,Kaohsiung,2024-05-06
TC21737,6x9 Product A Pune,PA1375,4,9.2,CHmobile app,Diane,Hamilton,Diane.Hamilton@example.com,Pune,2024-05-06
TC21738,6x9 Product B Manila,PA1430,4,16.4,CHmobile app,Marlon,Mickelson,Marlon.Mickelson@example.com,Manila,2024-05-06
TC21739,5x7 Product A Canberra,PA679,1,1.8,CHweb,William,Villarreal,William.Villarreal@example.com,Canberra,2024-05-06
TC21740,6x9 Product A Seoul,PA1345,4,17.2,CHweb,Tiara,Williams,Tiara.Williams@example.com,Seoul,2024-05-06
TC21741,4.25x6 Product C Shenzhen,PA494,5,9.5,CHweb,Scott,Eagleton,Scott.Eagleton@example.com,Shenzhen,2024-05-06
TC21742,4.25x6 Product A Karachi,PA387,1,2.3,CHmobile app,Omar,Middleton,Omar.Middleton@example.com,Karachi,2024-05-06
TC21743,5.5x8.5 Product A Sendai,PA998,6,18.0,CHmobile app,Brenda,Boone,Brenda.Boone@example.com,Sendai,2024-05-06
TC21744,6x11 Product C Kyoto,PA1789,3,6.0,CHin-store,Lois,Deleon,Lois.Deleon@example.com,Kyoto,2024-05-06
TC21745,5.5x8.5 Product B Vientiane,PA1121,2,8.0,CHin-store,Brenda,Phan,Brenda.Phan@example.com,Vientiane,2024-05-06
TC21746,5x7 Product E Mumbai,PA972,3,6.6000000000000005,CHweb,Grady,Mulcahy,Grady.Mulcahy@example.com,Mumbai,2024-05-06
TC21747,4x6 Product E Hiroshima,PA273,6,17.4,CHin-store,Elaine,Wilhite,Elaine.Wilhite@example.com,Hiroshima,2024-05-06
TC21748,6x11 Product A Phnom Penh,PA1714,1,3.0,CHweb,Cesar,Carpenter,Cesar.Carpenter@example.com,Phnom Penh,2024-05-06
TC21749,5.5x8.5 Product A Busan,PA1016,6,11.399999999999999,CHweb,Robert,Ebling,Robert.Ebling@example.com,Busan,2024-05-06
TC21750,4.25x6 Product E Kuala Lumpur,PA637,5,17.0,CHmobile app,Erik,Laban,Erik.Laban@example.com,Kuala Lumpur,2024-05-06
TC21751,4.25x6 Product E Kitakyushu,PA606,5,13.0,CHmobile app,Christopher,Slater,Christopher.Slater@example.com,Kitakyushu,2024-05-06
TC21752,4x6 Product A Nagoya,PA3,1,4.1,CHmobile app,Stephen,Cox,Stephen.Cox@example.com,Nagoya,2024-05-06
TC21753,6x11 Product C Okayama,PA1797,1,2.0,CHmobile app,Gary,Cornett,Gary.Cornett@example.com,Okayama,2024-05-06
TC21754,6x11 Product B Okayama,PA1731,1,3.2,CHmobile app,Janet,Cushman,Janet.Cushman@example.com,Okayama,2024-05-06
TC21755,4x6 Product E Chongqing,PA300,3,9.899999999999999,CHweb,Judith,Hopkins,Judith.Hopkins@example.com,Chongqing,2024-05-06
TC21756,5x7 Product B Sapporo,PA730,4,6.0,CHweb,Frances,Moore,Frances.Moore@example.com,Sapporo,2024-05-06
TC21757,6x9 Product E Dhaka,PA1644,3,5.4,CHmobile app,Wanda,Montgomery,Wanda.Montgomery@example.com,Dhaka,2024-05-06
TC21758,4x6 Product A Islamabad,PA59,2,8.8,CHmobile app,Rose,Edlin,Rose.Edlin@example.com,Islamabad,2024-05-06
TC21759,6x11 Product D Sydney,PA1872,4,14.0,CHmobile app,Ruth,Fields,Ruth.Fields@example.com,Sydney,2024-05-06
TC21760,4x6 Product C Tokyo,PA133,2,6.0,CHweb,Bridget,Foesch,Bridget.Foesch@example.com,Tokyo,2024-05-06
TC21761,4x6 Product D Tokyo,PA199,6,22.200000000000003,CHweb,Andrew,Lilly,Andrew.Lilly@example.com,Tokyo,2024-05-06
