Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC3040,6x11 Product E Wuhan,PA1949,3,7.800000000000001,CHweb,Helen,Mccorkle,Helen.Mccorkle@example.com,Wuhan,2024-03-10
TC3041,5.5x8.5 Product A Okayama,PA1005,3,10.8,CHweb,Dana,Semmes,Dana.Semmes@example.com,Okayama,2024-03-10
TC3042,4x6 Product A Chiba,PA11,1,3.7,CHmobile app,Hayley,Haley,Hayley.Haley@example.com,Chiba,2024-03-10
TC3043,5.5x8.5 Product B Fukuoka,PA1061,3,7.199999999999999,CHweb,Tony,Jacobs,Tony.Jacobs@example.com,Fukuoka,2024-03-10
TC3044,6x9 Product D Bangalore,PA1568,5,12.0,CHin-store,John,Howell,John.Howell@example.com,Bangalore,2024-03-10
TC3045,5x7 Product B Ahmedabad,PA780,4,14.8,CHmobile app,Kathrine,Wilson,Kathrine.Wilson@example.com,Ahmedabad,2024-03-10
TC3046,6x9 Product E Osaka,PA1586,1,2.5,CHweb,Kieth,Marrero,Kieth.Marrero@example.com,Osaka,2024-03-10
TC3047,4.25x6 Product A Chennai,PA383,4,6.0,CHmobile app,Annette,Milo,Annette.Milo@example.com,Chennai,2024-03-10
TC3048,5x7 Product D Delhi,PA907,3,10.2,CHweb,Steve,Venegas,Steve.Venegas@example.com,Delhi,2024-03-10
TC3049,4x6 Product B Ulaanbaatar,PA132,3,10.2,CHmobile app,Daria,Higuera,Daria.Higuera@example.com,Ulaanbaatar,2024-03-10
TC3050,4x6 Product C Shanghai,PA163,5,9.0,CHweb,Lorrie,Grohs,Lorrie.Grohs@example.com,Shanghai,2024-03-10
TC3051,6x11 Product C Kobe,PA1788,6,25.200000000000003,CHin-store,Maria,Numbers,Maria.Numbers@example.com,Kobe,2024-03-10
TC3052,6x11 Product C Ulaanbaatar,PA1848,4,15.6,CHweb,Lisa,Walker,Lisa.Walker@example.com,Ulaanbaatar,2024-03-10
TC3053,5x7 Product D Chongqing,PA894,2,5.4,CHweb,Ayanna,Stern,Ayanna.Stern@example.com,Chongqing,2024-03-10
TC3054,6x9 Product B Sydney,PA1410,6,22.200000000000003,CHweb,Margaret,Flemming,Margaret.Flemming@example.com,Sydney,2024-03-10
TC3055,4x6 Product C Mumbai,PA180,2,3.0,CHmobile app,Kerry,Langley,Kerry.Langley@example.com,Mumbai,2024-03-10
TC3056,6x9 Product B Lahore,PA1444,4,8.0,CHweb,Craig,Smialek,Craig.Smialek@example.com,Lahore,2024-03-10
TC3057,4x6 Product D Vientiane,PA263,3,12.600000000000001,CHweb,Grady,Martin,Grady.Martin@example.com,Vientiane,2024-03-10
TC3058,5.5x8.5 Product D Chengdu,PA1222,4,9.6,CHmobile app,Terence,Ligon,Terence.Ligon@example.com,Chengdu,2024-03-10
TC3059,6x11 Product E Naha,PA1930,2,5.4,CHweb,Lindsey,Solis,Lindsey.Solis@example.com,Naha,2024-03-10
TC3060,6x9 Product C Ahmedabad,PA1506,1,3.3,CHmobile app,Francine,Smith,Francine.Smith@example.com,Ahmedabad,2024-03-10
TC3061,6x9 Product D Chennai,PA1571,6,10.2,CHmobile app,Christy,Hill,Christy.Hill@example.com,Chennai,2024-03-10
TC3062,4.25x6 Product A Okayama,PA345,1,3.9,CHin-store,Angela,Wilson,Angela.Wilson@example.com,Okayama,2024-03-10
TC3063,4.25x6 Product E Kolkata,PA646,1,4.3,CHweb,Tony,Lingle,Tony.Lingle@example.com,Kolkata,2024-03-10
TC3064,6x11 Product E Daegu,PA1942,2,5.2,CHmobile app,Nicole,Milo,Nicole.Milo@example.com,Daegu,2024-03-10
TC3065,5x7 Product A Yangon,PA721,3,6.300000000000001,CHmobile app,Charlotte,Phillips,Charlotte.Phillips@example.com,Yangon,2024-03-10
TC3066,5x7 Product B Yangon,PA787,2,4.0,CHmobile app,Cecile,Mosely,Cecile.Mosely@example.com,Yangon,2024-03-10
TC3067,6x11 Product B Ahmedabad,PA1770,6,24.0,CHweb,Don,Carpenter,Don.Carpenter@example.com,Ahmedabad,2024-03-10
TC3068,6x9 Product A Canberra,PA1339,3,4.800000000000001,CHmobile app,Joseph,Colon,Joseph.Colon@example.com,Canberra,2024-03-10
TC3069,6x9 Product E Kolkata,PA1636,2,6.6,CHweb,Russell,Ramos,Russell.Ramos@example.com,Kolkata,2024-03-10
TC3070,5.5x8.5 Product A Melbourne,PA1012,4,17.6,CHmobile app,Deborah,Mosley,Deborah.Mosley@example.com,Melbourne,2024-03-10
TC3071,6x9 Product B Kathmandu,PA1448,3,10.2,CHweb,Wilma,Williams,Wilma.Williams@example.com,Kathmandu,2024-03-10
TC3072,6x11 Product A Bangalore,PA1700,1,3.4,CHweb,Anthony,Rimbey,Anthony.Rimbey@example.com,Bangalore,2024-03-10
TC3073,5.5x8.5 Product B Sendai,PA1064,2,5.8,CHmobile app,Marlon,Coatney,Marlon.Coatney@example.com,Sendai,2024-03-10
