Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC4653,6x11 Product B Hanoi,PA1761,1,3.1,CHmobile app,Wayne,Sardinha,Wayne.Sardinha@example.com,Hanoi,2024-03-15
TC4654,6x9 Product D Sagamihara,PA1532,4,8.8,CHmobile app,Albert,Davis,Albert.Davis@example.com,Sagamihara,2024-03-15
TC4655,4.25x6 Product E Ho Chi Minh City,PA640,1,3.6,CHmobile app,Charlotte,Barriere,Charlotte.Barriere@example.com,Ho Chi Minh City,2024-03-15
TC4656,4.25x6 Product B Delhi,PA445,5,12.0,CHin-store,Melissa,Markee,Melissa.Markee@example.com,Delhi,2024-03-15
TC4657,5.5x8.5 Product E Kawasaki,PA1267,1,1.6,CHmobile app,Crystal,Rivera,Crystal.Rivera@example.com,Kawasaki,2024-03-15
TC4658,4x6 Product E Chengdu,PA298,2,7.8,CHmobile app,Patty,Torres,Patty.Torres@example.com,Chengdu,2024-03-15
TC4659,5x7 Product C Saitama,PA802,3,10.8,CHweb,John,Terhune,John.Terhune@example.com,Saitama,2024-03-15
TC4660,6x11 Product B Tokyo,PA1717,4,13.2,CHmobile app,George,Brady,George.Brady@example.com,Tokyo,2024-03-15
TC4661,5x7 Product A Vientiane,PA725,5,21.0,CHweb,Truman,Brown,Truman.Brown@example.com,Vientiane,2024-03-15
TC4662,5x7 Product D Ahmedabad,PA912,6,19.200000000000003,CHmobile app,Sharon,Ballance,Sharon.Ballance@example.com,Ahmedabad,2024-03-15
TC4663,6x11 Product A Mumbai,PA1698,5,11.0,CHmobile app,William,Ledbetter,William.Ledbetter@example.com,Mumbai,2024-03-15
TC4664,6x9 Product D Manila,PA1562,6,9.600000000000001,CHmobile app,Virginia,Adkerson,Virginia.Adkerson@example.com,Manila,2024-03-15
TC4665,4.25x6 Product E Shenzhen,PA626,2,7.4,CHweb,Steven,Levy,Steven.Levy@example.com,Shenzhen,2024-03-15
TC4666,5x7 Product D Darwin,PA878,5,19.0,CHmobile app,Jayson,Galvin,Jayson.Galvin@example.com,Darwin,2024-03-15
TC4667,6x11 Product B Dalian,PA1745,3,5.699999999999999,CHmobile app,Darlene,Castro,Darlene.Castro@example.com,Dalian,2024-03-15
TC4668,6x11 Product D Melbourne,PA1870,4,13.6,CHweb,Norma,Gardner,Norma.Gardner@example.com,Melbourne,2024-03-15
TC4669,6x9 Product E Daegu,PA1612,5,10.0,CHweb,William,Galvin,William.Galvin@example.com,Daegu,2024-03-15
TC4670,5.5x8.5 Product A Vientiane,PA1055,6,21.0,CHweb,Jacob,Vanburen,Jacob.Vanburen@example.com,Vientiane,2024-03-15
TC4671,4.25x6 Product A Brisbane,PA348,5,14.5,CHmobile app,Joe,Petersen,Joe.Petersen@example.com,Brisbane,2024-03-15
TC4672,5.5x8.5 Product C Delhi,PA1171,5,15.5,CHmobile app,Eloise,Sullivan,Eloise.Sullivan@example.com,Delhi,2024-03-15
TC4673,5.5x8.5 Product D Sydney,PA1212,5,9.5,CHweb,Rita,Fink,Rita.Fink@example.com,Sydney,2024-03-15
TC4674,5.5x8.5 Product D Kitakyushu,PA1200,2,6.0,CHmobile app,Helen,Hawkins,Helen.Hawkins@example.com,Kitakyushu,2024-03-15
TC4675,4.25x6 Product E Sagamihara,PA608,1,1.6,CHweb,Jose,Manzo,Jose.Manzo@example.com,Sagamihara,2024-03-15
TC4676,5x7 Product A Beijing,PA690,6,10.2,CHweb,Gary,Nash,Gary.Nash@example.com,Beijing,2024-03-15
TC4677,6x11 Product B Melbourne,PA1738,4,6.8,CHweb,Frances,Stavros,Frances.Stavros@example.com,Melbourne,2024-03-15
TC4678,4.25x6 Product B Saitama,PA406,5,19.5,CHmobile app,Joe,Lopez,Joe.Lopez@example.com,Saitama,2024-03-15
TC4679,4.25x6 Product E Hyderabad,PA645,3,11.399999999999999,CHweb,Bruce,Garrett,Bruce.Garrett@example.com,Hyderabad,2024-03-15
TC4680,5.5x8.5 Product A Islamabad,PA1049,3,10.2,CHin-store,Rose,Brown,Rose.Brown@example.com,Islamabad,2024-03-15
TC4681,4x6 Product D Hiroshima,PA207,4,12.4,CHweb,Robert,Burke,Robert.Burke@example.com,Hiroshima,2024-03-15
TC4682,6x9 Product D Singapore,PA1565,3,13.200000000000001,CHweb,Lurline,Jones,Lurline.Jones@example.com,Singapore,2024-03-15
TC4683,5.5x8.5 Product D Dalian,PA1217,5,15.0,CHweb,John,Prehn,John.Prehn@example.com,Dalian,2024-03-15
TC4684,4x6 Product B Islamabad,PA125,5,19.0,CHmobile app,Orville,Rosi,Orville.Rosi@example.com,Islamabad,2024-03-15
TC4685,4.25x6 Product D Saitama,PA538,6,15.0,CHmobile app,Sindy,March,Sindy.March@example.com,Saitama,2024-03-15
TC4686,4.25x6 Product C Bangalore,PA512,3,12.600000000000001,CHweb,George,Cushman,George.Cushman@example.com,Bangalore,2024-03-15
TC4687,6x9 Product A Tianjin,PA1357,5,8.0,CHweb,Jane,Rothman,Jane.Rothman@example.com,Tianjin,2024-03-15
TC4688,4.25x6 Product A Brisbane,PA348,1,2.9,CHmobile app,Amy,Cabe,Amy.Cabe@example.com,Brisbane,2024-03-15
TC4689,6x9 Product E Darwin,PA1604,5,20.5,CHmobile app,Rose,Redmond,Rose.Redmond@example.com,Darwin,2024-03-15
TC4690,6x9 Product B Darwin,PA1406,1,3.6,CHmobile app,Thomas,Spell,Thomas.Spell@example.com,Darwin,2024-03-15
TC4691,6x11 Product C Dhaka,PA1842,3,11.7,CHmobile app,Larry,Calzada,Larry.Calzada@example.com,Dhaka,2024-03-15
TC4692,4.25x6 Product C Okayama,PA477,6,11.399999999999999,CHweb,Thomas,Puckett,Thomas.Puckett@example.com,Okayama,2024-03-15
TC4693,5x7 Product B Saitama,PA736,4,14.0,CHmobile app,Dorian,Mcclure,Dorian.Mcclure@example.com,Saitama,2024-03-15
TC4694,4x6 Product E Hiroshima,PA273,4,11.6,CHweb,Bridget,Ratledge,Bridget.Ratledge@example.com,Hiroshima,2024-03-15
TC4695,6x9 Product B Kobe,PA1392,6,21.0,CHweb,Elaine,Gilbert,Elaine.Gilbert@example.com,Kobe,2024-03-15
TC4696,6x11 Product E Mumbai,PA1962,4,11.2,CHin-store,Raymond,Burt,Raymond.Burt@example.com,Mumbai,2024-03-15
TC4697,5.5x8.5 Product D Saitama,PA1198,5,15.5,CHin-store,Kimberly,Griffin,Kimberly.Griffin@example.com,Saitama,2024-03-15
TC4698,5x7 Product E Lahore,PA982,1,2.8,CHmobile app,Gwen,Juariqui,Gwen.Juariqui@example.com,Lahore,2024-03-15
TC4699,4.25x6 Product B Delhi,PA445,1,2.4,CHin-store,Fredrick,Rivera,Fredrick.Rivera@example.com,Delhi,2024-03-15
TC4700,6x11 Product C Melbourne,PA1804,3,4.800000000000001,CHmobile app,Ronald,Welty,Ronald.Welty@example.com,Melbourne,2024-03-15
TC4701,5x7 Product D Hobart,PA879,2,4.6,CHmobile app,Patrick,Ashburn,Patrick.Ashburn@example.com,Hobart,2024-03-15
TC4702,4x6 Product D Bangalore,PA248,1,2.4,CHmobile app,George,Dobbins,George.Dobbins@example.com,Bangalore,2024-03-15
TC4703,4.25x6 Product D Seoul,PA553,2,6.4,CHin-store,Robert,Stafford,Robert.Stafford@example.com,Seoul,2024-03-15
TC4704,5.5x8.5 Product C Canberra,PA1141,3,8.399999999999999,CHmobile app,Michael,Martin,Michael.Martin@example.com,Canberra,2024-03-15
TC4705,4x6 Product A Nagoya,PA3,1,4.1,CHmobile app,Xochitl,Wilson,Xochitl.Wilson@example.com,Nagoya,2024-03-15
TC4706,5.5x8.5 Product B Bangkok,PA1097,2,4.6,CHmobile app,Nicholas,Aden,Nicholas.Aden@example.com,Bangkok,2024-03-15
TC4707,5.5x8.5 Product E Osaka,PA1256,3,11.7,CHmobile app,Valerie,Rautenberg,Valerie.Rautenberg@example.com,Osaka,2024-03-15
TC4708,4x6 Product B Vientiane,PA131,3,5.699999999999999,CHmobile app,Alma,Myers,Alma.Myers@example.com,Vientiane,2024-03-15
TC4709,4x6 Product E Brisbane,PA282,5,21.5,CHweb,Lauren,Perrier,Lauren.Perrier@example.com,Brisbane,2024-03-15
TC4710,5.5x8.5 Product B Incheon,PA1083,5,11.0,CHmobile app,Laura,Mckinney,Laura.Mckinney@example.com,Incheon,2024-03-15
TC4711,4x6 Product D Chengdu,PA232,3,10.5,CHin-store,Juanita,Juariqui,Juanita.Juariqui@example.com,Chengdu,2024-03-15
TC4712,4.25x6 Product A Hobart,PA351,1,2.3,CHweb,Michael,Rohlfing,Michael.Rohlfing@example.com,Hobart,2024-03-15
TC4713,4x6 Product B Kathmandu,PA128,1,2.0,CHmobile app,Madeleine,Garrett,Madeleine.Garrett@example.com,Kathmandu,2024-03-15
TC4714,5x7 Product A Chennai,PA713,3,11.100000000000001,CHmobile app,Bianca,Ebling,Bianca.Ebling@example.com,Chennai,2024-03-15
