Transaction ID,Product name,Product ID,Quantity,Total amount,Sales Channel,Customer First Name,Customer Last Name,Customer Email,Series City,Created Date
TC18484,5x7 Product C Chiba,PA803,2,5.4,CHmobile app,Cecilia,Bryan,Cecilia.Bryan@example.com,Chiba,2024-04-26
TC18485,4x6 Product B Nagoya,PA69,4,16.8,CHweb,James,Smith,James.Smith@example.com,Nagoya,2024-04-26
TC18486,5.5x8.5 Product E Kolkata,PA1306,6,14.399999999999999,CHweb,Sammy,Davis,Sammy.Davis@example.com,Kolkata,2024-04-26
TC18487,6x9 Product C Phnom Penh,PA1516,2,4.8,CHmobile app,Thomas,Nadal,Thomas.Nadal@example.com,Phnom Penh,2024-04-26
TC18488,5.5x8.5 Product E Fukuoka,PA1259,1,1.9,CHmobile app,Charlotte,Deacy,Charlotte.Deacy@example.com,Fukuoka,2024-04-26
TC18489,6x9 Product B Incheon,PA1413,4,9.2,CHweb,Antonio,Marvin,Antonio.Marvin@example.com,Incheon,2024-04-26
TC18490,5x7 Product C Dalian,PA821,3,9.0,CHweb,Lurline,Sarvas,Lurline.Sarvas@example.com,Dalian,2024-04-26
TC18491,4x6 Product C Kathmandu,PA194,3,9.600000000000001,CHin-store,George,Ledbetter,George.Ledbetter@example.com,Kathmandu,2024-04-26
TC18492,4x6 Product A Islamabad,PA59,2,8.8,CHweb,Charles,Stiffler,Charles.Stiffler@example.com,Islamabad,2024-04-26
TC18493,4x6 Product C Hanoi,PA177,4,8.4,CHweb,David,Solis,David.Solis@example.com,Hanoi,2024-04-26
TC18494,6x9 Product E Okayama,PA1599,2,6.2,CHmobile app,Alisha,Auguste,Alisha.Auguste@example.com,Okayama,2024-04-26
TC18495,4.25x6 Product B Fukuoka,PA401,2,7.4,CHweb,Stephanie,Jackson,Stephanie.Jackson@example.com,Fukuoka,2024-04-26
TC18496,6x9 Product A Sendai,PA1328,1,4.0,CHweb,Juan,Harris,Juan.Harris@example.com,Sendai,2024-04-26
